profil_id,age,sexe,region,serie_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00924,19,F,Menabe,C,12.62,16.1,11.4,8.7,12.4,13.5,12.9,12.9,11.4,13.0,12.9,13.9,12.3,Anglais; Arts; Economie; Malgache; Mathematiques,curiosité; machine learning et deep learning; sens de l'organisation,Programmation; Sport,a monté et dépanné des ordinateurs pour son entourage; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; participe à des activités associatives ou de bénévolat,Analyste Big Data,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00925,20,M,Ihorombe,D,15.53,16.2,15.8,15.0,14.6,14.7,18.5,17.8,13.5,19.5,12.4,15.3,13.1,Anglais; Economie; Histoire_Geo; Mathematiques; Physique_Chimie,gestion financière prévisionnelle; pilotage et planification de projets; aisance relationnelle; rigueur,Entrepreneuriat; Sport,s'intéresse à l'actualité économique et suit des chaînes d'information; gère les comptes d'une association d'élèves; participe à des activités associatives ou de bénévolat,Chef de projet; Responsable suivi-évaluation de projets,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00926,20,F,Sava,D,13.12,12.8,11.4,12.1,13.8,13.9,17.9,13.5,13.8,13.7,12.0,10.9,11.6,Anglais; Economie; Francais; Malgache; Philosophie,rigueur; gestion environnementale de sites touristiques; management hôtelier et restauration; curiosité,Cultures du monde; Bénévolat associatif,a effectué un stage d'observation dans un hôtel ou une agence de voyage,Directeur d'établissement hôtelier; Gestionnaire de sites protégés,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00927,18,F,Melaky,D,10.36,11.7,8.8,12.0,10.0,10.5,11.6,9.6,11.9,10.8,8.2,8.4,10.8,Anglais; Economie; Mathematiques; Philosophie; SVT,gestion de laboratoire d'analyses médicales; phytochimie; formulation pharmaceutique; aisance relationnelle; créativité; esprit d'équipe,Animaux,aide régulièrement dans l'exploitation agricole familiale; pratique un sport en club depuis plusieurs années,Responsable de production pharmaceutique; Ingénieur de laboratoire médical; travailler à l'international,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00928,17,F,Menabe,L,11.97,11.5,13.0,12.0,12.1,13.2,11.8,15.1,12.1,8.8,12.4,11.1,10.6,Histoire_Geo; Informatique; Malgache; Physique_Chimie,conception de produits touristiques; aisance relationnelle; curiosité; gestion environnementale de sites touristiques; management hôtelier et restauration,Voyage; Réseaux sociaux,pratique l'anglais ou une autre langue étrangère en autodidacte; aime cuisiner et découvrir des plats d'autres cultures,Manager d'agence de voyage; avoir un poste à responsabilités,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",True,
P00929,18,M,Androy,Technique,11.87,14.4,11.8,11.4,13.3,10.5,10.9,14.0,11.5,12.8,12.0,9.4,10.4,Francais; Histoire_Geo; Mathematiques,"automatismes (Grafcet, automates); sens de l'observation; électronique de puissance; sens de l'organisation; maintenance industrielle pluridisciplinaire; persévérance; rigueur",Électronique; Mécanique; Bénévolat associatif,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; aide régulièrement à l'entretien de véhicules en famille; participe à des activités associatives ou de bénévolat,Concepteur de systèmes IoT industriels; avoir un métier stable,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00930,20,F,Betsiboka,A1,12.31,13.4,11.4,10.9,12.6,16.1,15.5,15.1,14.1,8.6,11.3,9.0,9.7,Anglais; Histoire_Geo,droit foncier et minier; esprit d'équipe; aisance relationnelle,Entrepreneuriat,s'intéresse à l'actualité économique et suit des chaînes d'information; a participé à un club de débat ou un simulacre de procès au lycée; pratique un sport en club depuis plusieurs années,Chargé de conformité; Assistant juridique,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00931,19,F,Haute Matsiatra,D,12.72,11.8,13.5,9.7,12.9,12.9,12.2,11.2,13.8,14.4,12.3,15.0,13.0,Arts; EPS; Economie; Philosophie; Physique_Chimie,persévérance; sens de l'observation; développement web et mobile multimédia; design UI/UX,Technologie; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a monté et dépanné des ordinateurs pour son entourage; pratique un sport en club depuis plusieurs années,Développeur multimédia; Webmaster,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00932,18,M,Atsimo-Atsinanana,A2,13.11,12.9,11.5,11.0,15.5,13.5,16.8,15.1,13.0,12.8,13.2,12.1,9.9,Anglais; Francais; Histoire_Geo,gestion environnementale de sites touristiques; langues étrangères; esprit d'analyse; aisance relationnelle; accueil et relation client; curiosité,Voyage; Hôtellerie; Lecture,a effectué un stage d'observation dans un hôtel ou une agence de voyage; aime cuisiner et découvrir des plats d'autres cultures,Chef de produit touristique; Manager d'agence de voyage,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00933,20,F,Diana,C,10.43,13.1,11.0,8.4,10.2,8.3,11.9,8.4,11.8,10.5,14.3,8.1,9.1,Anglais; Informatique; Mathematiques; Philosophie,curiosité; esprit d'analyse; notions d'intelligence artificielle,Programmation; Robotique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; pratique un sport en club depuis plusieurs années,Consultant en systèmes d'information et IA; Ingénieur en génie logiciel,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00934,20,F,Melaky,L,13.7,18.8,10.8,10.1,14.5,13.5,10.4,11.1,12.7,15.2,14.5,17.1,15.7,Arts; EPS; Mathematiques,comptabilité générale et analytique; créativité; curiosité; gestion de trésorerie; fiscalité d'entreprise; persévérance; aisance relationnelle,Actualité et politique; Gestion; Musique,s'intéresse à l'actualité économique et suit des chaînes d'information; a organisé une petite activité commerciale ou un projet associatif,Chef Comptable,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00935,18,M,Boeny,Technique,9.79,9.5,11.2,11.3,9.8,9.1,8.3,10.7,7.0,12.8,7.5,12.2,8.1,Arts; Economie; Histoire_Geo; Physique_Chimie; SVT,autonomie; esprit d'analyse; analyse économique et économétrie; curiosité; sens de l'organisation,Débat et droit; Bénévolat associatif,a organisé une petite activité commerciale ou un projet associatif; a occupé un petit job ou une activité rémunérée pendant les vacances,Chef de projet,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00936,20,F,Melaky,C,13.32,14.5,14.5,12.0,13.2,12.3,15.4,11.8,14.3,14.7,12.0,12.6,12.5,Anglais; Francais; Mathematiques; Physique_Chimie,gestion d'entreprise; sens de l'organisation; stratégie marketing et commerciale; négociation et vente internationale; aisance relationnelle; rigueur,Débat et droit; Sport,a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable export; Manager de PME/PMI; avoir un poste à responsabilités,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00937,17,F,Analamanga,A2,8.5,9.8,8.2,11.1,7.8,7.5,6.5,8.0,9.2,11.6,8.1,6.1,8.1,Economie; Mathematiques; Philosophie; SVT,analyse économique et économétrie; négociation et vente internationale; persévérance; autonomie; analyse financière et gestion budgétaire,Débat et droit; Économie; Musique,a organisé une petite activité commerciale ou un projet associatif; participe à des activités associatives ou de bénévolat,Responsable suivi-évaluation de projets,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,CAA
P00938,20,F,Diana,D,11.37,13.0,10.3,9.7,10.1,11.4,10.9,10.4,10.0,12.9,15.2,11.3,11.2,Economie; Informatique; Mathematiques,autonomie; analyse statistique et probabilités appliquées; rigueur,Technologie; Jeux vidéo; Musique,a participé à un club informatique ou de robotique au lycée,Data Scientist; contribuer au développement de Madagascar,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00939,20,F,Amoron'i Mania,S,9.12,6.8,8.5,6.8,11.9,9.4,8.5,9.9,9.9,9.1,11.1,10.5,7.1,Arts; Histoire_Geo; Informatique,persévérance; développement web et mobile multimédia; créativité; design UI/UX; communication digitale et PAO,Programmation; Sport,a monté et dépanné des ordinateurs pour son entourage,Ingénieur en technologies de la communication; Développeur multimédia,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00940,17,M,Betsiboka,A1,12.38,11.6,10.4,12.3,13.9,13.2,12.0,12.6,14.6,14.3,10.6,12.1,11.0,Economie; Francais; Malgache; Philosophie,gestion des litiges commerciaux; rigueur; droit foncier et minier; créativité; rédaction d'actes juridiques,Actualité et politique; Entrepreneuriat; Sport,a organisé une petite activité commerciale ou un projet associatif; gère les comptes d'une association d'élèves; a occupé un petit job ou une activité rémunérée pendant les vacances,Juriste d'affaires; Expert en contentieux d'affaires; contribuer au développement de Madagascar,Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00941,19,M,Betsiboka,C,11.8,14.3,15.4,11.7,11.7,11.3,9.3,10.4,12.7,10.7,13.5,10.1,10.5,Informatique; Mathematiques; Physique_Chimie,gestion de production industrielle; rigueur; maintenance industrielle pluridisciplinaire; esprit d'analyse; robotique et domotique,Jeux vidéo,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Ingénieur en automatisation et robotique industrielle,Mixte/Itinérant,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P00942,20,M,Haute Matsiatra,A2,8.63,8.5,8.9,10.1,10.5,7.3,6.9,9.1,5.8,8.8,7.8,9.3,10.6,Francais; Malgache; SVT,sécurité alimentaire; curiosité; aisance relationnelle; biochimie et R&D; productions végétales et animales,Nature; Santé; Musique,a participé à un club de sciences naturelles ou d'écologie; a réalisé un exposé scolaire sur la santé ou la biologie,Responsable de projet développement rural; Consultant en agroécologie; travailler à l'international,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,True,IAA
P00943,19,F,Haute Matsiatra,C,12.58,12.0,9.9,13.8,14.5,11.8,11.1,15.5,13.7,12.9,12.8,11.7,11.3,Francais; Histoire_Geo; Philosophie; SVT,productions végétales et animales; sens de l'observation; agroécologie et agriculture biologique; aisance relationnelle; sens de l'organisation; autonomie,Animaux; Lecture,s'occupe d'un petit élevage ou d'un jardin potager; participe à des activités associatives ou de bénévolat,Conseiller agricole; créer sa propre entreprise,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00944,20,F,Ihorombe,D,13.03,14.9,16.4,13.2,12.7,13.7,11.8,13.0,11.1,13.4,12.1,11.8,12.2,Economie; Malgache; Mathematiques; Physique_Chimie; SVT,esprit d'équipe; conception assistée par ordinateur (AutoCAD); créativité,Automobile et aéronautique,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Concepteur de systèmes IoT industriels,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00945,19,F,Vatovavy,A2,13.16,10.4,14.0,12.4,12.6,14.3,14.4,12.2,12.7,14.7,12.3,13.5,14.4,Anglais; EPS; Economie,esprit d'analyse; rigueur; gestion environnementale de sites touristiques; conception de produits touristiques; curiosité; langues étrangères,Voyage; Langues étrangères; Musique,a effectué un stage d'observation dans un hôtel ou une agence de voyage; a organisé un voyage ou un événement pour son groupe d'amis; pratique un sport en club depuis plusieurs années,Responsable écotourisme; Chef de produit touristique; avoir un métier stable,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00946,18,F,Atsimo-Atsinanana,OSE,10.95,13.2,12.7,10.9,7.6,12.1,8.0,10.9,10.2,13.0,10.4,12.2,10.2,Arts; Economie; Mathematiques; Physique_Chimie,sens de l'organisation; autonomie; analyse économique et économétrie; aisance relationnelle; esprit d'analyse; management stratégique,Économie; Actualité et politique,gère les comptes d'une association d'élèves; a participé à un club de débat ou un simulacre de procès au lycée,Chef de projet; Responsable suivi-évaluation de projets,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00947,18,M,Atsimo-Atsinanana,C,10.85,10.7,9.6,9.4,13.7,8.9,9.1,14.7,11.9,11.1,8.9,13.3,8.9,Arts; Francais; Histoire_Geo,droit foncier et minier; droit des contrats et des sociétés; rigueur; persévérance; esprit d'analyse; autonomie,Économie; Entrepreneuriat; Sport,s'intéresse à l'actualité économique et suit des chaînes d'information; gère les comptes d'une association d'élèves,Responsable des ressources humaines (volet juridique),Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00948,20,M,Vatovavy,C,9.49,8.6,8.5,12.2,8.6,8.3,8.3,9.5,9.7,9.3,8.8,9.9,12.2,Arts; Histoire_Geo; Philosophie; Physique_Chimie; SVT,hygiène sécurité environnement (HSE); aisance relationnelle; exploitation minière et géologie; raffinage et pétrochimie; créativité,Mécanique; Automobile et aéronautique; Lecture,aide régulièrement à l'entretien de véhicules en famille; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; pratique un sport en club depuis plusieurs années,Responsable HSE; Ingénieur de laboratoire d'analyses,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00949,17,F,Menabe,OSE,16.48,17.2,16.4,14.5,14.9,19.1,16.6,17.0,17.2,20,14.1,15.6,15.1,Economie; Histoire_Geo; Malgache; Mathematiques; Philosophie,esprit d'équipe; gestion financière prévisionnelle; pilotage et planification de projets; sens de l'organisation; analyse économique et économétrie; aisance relationnelle,Gestion; Sport,a organisé une petite activité commerciale ou un projet associatif; gère les comptes d'une association d'élèves,Analyste économique; contribuer au développement de Madagascar,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00950,17,F,Ihorombe,D,12.82,11.2,12.6,13.9,14.7,12.9,10.8,14.5,10.7,13.7,13.4,12.5,12.9,Economie; Francais; Histoire_Geo; Informatique; SVT,agroécologie et agriculture biologique; productions végétales et animales; créativité; développement rural; rigueur,Animaux; Bénévolat associatif,aide régulièrement dans l'exploitation agricole familiale; a réalisé un exposé scolaire sur la santé ou la biologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable de production animale; Ingénieur Agronome; créer sa propre entreprise,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00951,17,M,Amoron'i Mania,D,10.3,10.0,12.2,8.4,10.3,9.7,9.6,11.0,7.9,10.4,9.1,14.6,10.4,Arts; EPS; Economie; Histoire_Geo; Physique_Chimie,géotechnique; ingénierie des infrastructures routières et hydrauliques; sens de l'organisation; calcul de structures (RDM); esprit d'analyse,Architecture; Urbanisme,a visité un chantier de construction dans le cadre d'un stage d'observation; a réalisé des maquettes ou des plans de construction pour un projet scolaire; a occupé un petit job ou une activité rémunérée pendant les vacances,Architecte junior,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P00952,18,M,Vakinankaratra,C,12.33,14.8,14.1,11.2,11.0,9.4,11.7,9.3,11.1,15.2,12.5,17.6,10.1,Arts; Economie; Mathematiques; Physique_Chimie,sens de l'organisation; curiosité; calcul de structures (RDM); gestion de chantier,Urbanisme; Lecture,a réalisé des maquettes ou des plans de construction pour un projet scolaire; a visité un chantier de construction dans le cadre d'un stage d'observation; a occupé un petit job ou une activité rémunérée pendant les vacances,Architecte junior,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P00953,18,M,Androy,D,10.71,9.1,10.4,9.9,9.6,9.2,11.6,12.3,11.0,9.8,13.2,12.4,10.0,Anglais; Arts; Histoire_Geo; Informatique,analyses de laboratoire; sens de l'organisation; curiosité; persévérance; exploitation minière et géologie,Industrie; Automobile et aéronautique; Bénévolat associatif,a effectué un stage d'observation dans un atelier ou une usine,Responsable HSE,Terrain/Extérieur,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00954,17,M,Bongolava,Technique,12.0,15.5,12.8,9.0,10.4,12.6,10.7,12.1,10.6,11.1,17.6,11.9,9.7,Informatique; Malgache; Mathematiques; Physique_Chimie,"sens de l'organisation; aisance relationnelle; esprit d'analyse; programmation multi-langages (Java, C#, PHP, JavaScript); sens de l'observation; administration de bases de données",Robotique; Réseaux sociaux et numérique; Réseaux sociaux,a participé à un club informatique ou de robotique au lycée,Ingénieur en génie logiciel; Développeur Full-Stack (Web & Mobile); travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00955,20,F,Anosy,C,11.36,13.8,13.0,12.0,8.7,10.6,11.3,8.8,10.2,10.6,14.2,11.2,11.9,Informatique; Mathematiques; Physique_Chimie,"administration de bases de données; sens de l'observation; esprit d'équipe; conception logicielle (UML, Merise); notions d'intelligence artificielle",Robotique; Réseaux sociaux et numérique,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Chef de projet informatique,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00956,17,M,Bongolava,L,12.79,11.5,10.5,12.1,12.3,13.7,13.6,15.7,15.0,12.1,9.6,12.9,14.5,EPS; Histoire_Geo; Malgache; Philosophie,rédaction d'actes juridiques; autonomie; analyse économique et économétrie; sens de l'organisation; gestion financière prévisionnelle,Débat et droit; Économie,gère les comptes d'une association d'élèves; a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Juriste d'affaires; Chargé de conformité,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,EMP
P00957,17,F,Betsiboka,A2,13.32,13.1,14.7,12.1,13.7,13.0,14.1,13.3,10.2,18.0,13.1,13.5,11.0,Anglais; Arts; Economie; Francais; Physique_Chimie,sens de l'observation; management stratégique; rigueur; analyse économique et économétrie; curiosité,Économie; Actualité et politique; Réseaux sociaux,gère les comptes d'une association d'élèves,Planificateur stratégique; Responsable suivi-évaluation de projets,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00958,19,F,Androy,D,13.82,14.7,14.7,16.1,13.7,12.3,13.0,13.3,13.7,12.5,13.9,12.9,15.0,EPS; Mathematiques; SVT,esprit d'analyse; sens de l'organisation; sécurité alimentaire; rigueur; aisance relationnelle,Agriculture; Nature,aide régulièrement dans l'exploitation agricole familiale; a occupé un petit job ou une activité rémunérée pendant les vacances,Chargé de R&D alimentaire; Chef de production,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00959,17,F,Betsiboka,Technique,9.17,13.4,9.6,6.8,9.0,8.3,6.3,5.8,6.8,11.0,14.1,8.3,10.6,EPS; Economie; Informatique; Mathematiques,créativité; notions d'intelligence artificielle; design UI/UX; esprit d'équipe; esprit d'analyse; sens de l'organisation,Réseaux sociaux et numérique; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a monté et dépanné des ordinateurs pour son entourage,Ingénieur en génie logiciel,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",True,IMTICIA
P00960,20,M,Itasy,Technique,12.96,12.8,16.4,11.6,9.9,13.8,16.1,11.4,12.6,11.6,13.0,12.7,13.6,Anglais; EPS; Informatique; Malgache; Physique_Chimie,électronique de puissance; gestion de production industrielle; conception assistée par ordinateur (AutoCAD); sens de l'organisation; esprit d'équipe,Mécanique; Bricolage; Sport,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; a effectué un stage d'observation dans un atelier ou une usine; participe à des activités associatives ou de bénévolat,Ingénieur en automatisation et robotique industrielle; Responsable de production en usine; avoir un métier stable,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00961,19,M,Alaotra-Mangoro,D,14.8,16.6,18.9,13.8,13.0,15.8,13.9,14.5,14.4,12.1,19.0,12.6,13.0,Histoire_Geo; Informatique; Malgache; Mathematiques; Physique_Chimie,"autonomie; curiosité; sens de l'organisation; administration de réseaux (GSM, TCP/IP)",Programmation; Réseaux sociaux et numérique; Bénévolat associatif,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Architecte Hardware,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00962,20,M,Ihorombe,S,13.3,20,12.9,12.0,12.9,12.9,9.8,12.8,11.9,15.1,12.2,13.9,13.2,Arts; EPS; Francais; Mathematiques,hygiène sécurité environnement (HSE); créativité; raffinage et pétrochimie; rigueur; exploitation minière et géologie,Électronique,a effectué un stage d'observation dans un atelier ou une usine; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Responsable HSE; Ingénieur en génie des procédés chimiques,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00963,17,F,Melaky,S,12.54,13.0,14.4,15.2,13.4,8.2,11.0,12.8,13.2,14.4,11.4,12.1,11.4,Economie; Francais; Mathematiques; Philosophie; Physique_Chimie,aisance relationnelle; productions végétales et animales; curiosité; zootechnie et pisciculture; développement rural,Environnement; Animaux,a participé à un club de sciences naturelles ou d'écologie,Conseiller agricole; travailler à l'international,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00964,18,F,Atsimo-Atsinanana,D,12.07,15.3,12.3,9.6,11.9,11.1,14.1,9.6,11.8,16.0,11.3,12.0,9.8,Anglais; Economie; Mathematiques; Physique_Chimie,stratégie marketing et commerciale; sens de l'organisation; audit financier; sens de l'observation; comptabilité générale et analytique,Économie; Débat et droit,gère les comptes d'une association d'élèves; participe à des activités associatives ou de bénévolat,Chef Comptable; Trésorier d'entreprise; avoir un poste à responsabilités,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P00965,17,F,Menabe,Technique,10.58,13.1,11.7,11.4,10.5,9.1,9.0,8.8,9.0,7.0,13.5,12.4,11.5,Arts; Informatique; Mathematiques; Physique_Chimie,rigueur; autonomie; notions d'intelligence artificielle; administration de bases de données; aisance relationnelle; esprit d'analyse,Jeux vidéo; Robotique,a participé à un club informatique ou de robotique au lycée; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Architecte logiciel; Chef de projet informatique,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00966,20,M,Sofia,L,13.63,17.2,13.6,13.7,11.0,14.8,13.6,13.0,11.0,18.2,12.7,13.8,11.0,Economie; Malgache; Mathematiques,audit financier; fiscalité d'entreprise; persévérance; aisance relationnelle; gestion de trésorerie,Entrepreneuriat; Réseaux sociaux,s'intéresse à l'actualité économique et suit des chaînes d'information; a occupé un petit job ou une activité rémunérée pendant les vacances,Trésorier d'entreprise; Contrôleur de gestion; contribuer au développement de Madagascar,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00967,18,F,Sava,C,11.34,14.0,13.4,14.5,9.9,10.2,12.8,9.3,8.7,10.2,11.9,11.1,10.1,Anglais; Mathematiques; Physique_Chimie; SVT,rigueur; maintenance industrielle pluridisciplinaire; sens de l'organisation; créativité,Automobile et aéronautique; Bénévolat associatif,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Ingénieur en bureau d'études mécanique; Responsable de production en usine,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00968,17,F,Sava,A1,12.18,10.3,12.6,9.9,13.8,13.6,13.0,13.7,15.1,11.0,12.0,10.8,10.3,Anglais; Francais; Histoire_Geo; Malgache; Philosophie,langues étrangères; aisance relationnelle; gestion environnementale de sites touristiques; sens de l'organisation; esprit d'analyse; rigueur,Hôtellerie; Cultures du monde; Sport,a effectué un stage d'observation dans un hôtel ou une agence de voyage; aime cuisiner et découvrir des plats d'autres cultures,Organisateur d'événements (MICE); Directeur d'établissement hôtelier,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00969,17,F,Amoron'i Mania,Technique,10.95,11.3,11.5,11.3,12.1,9.8,13.2,9.6,9.3,10.6,10.4,11.1,11.2,Anglais; Informatique; Physique_Chimie,électronique de puissance; créativité; curiosité; rigueur,Industrie; Bricolage,a participé à un club de robotique ou de modélisme; participe à des activités associatives ou de bénévolat,Ingénieur en maintenance industrielle; Ingénieur en automatisation et robotique industrielle; avoir un métier stable,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00970,19,F,Haute Matsiatra,Technique,10.0,12.1,12.0,9.5,9.3,9.6,10.5,10.8,8.0,9.6,9.0,8.9,10.7,EPS; Histoire_Geo; Mathematiques; Physique_Chimie,créativité; conception architecturale (AutoCAD/ArchiCAD); ingénierie des infrastructures routières et hydrauliques; esprit d'équipe,Urbanisme; Architecture; Sport,a réalisé des maquettes ou des plans de construction pour un projet scolaire,Ingénieur en Bureau d'Études,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00971,18,F,Analanjirofo,D,9.39,14.5,9.1,8.4,9.8,8.2,9.1,8.2,6.9,14.2,8.7,9.0,6.6,Francais; Histoire_Geo; Mathematiques,management stratégique; gestion financière prévisionnelle; curiosité; rigueur; stratégie marketing et commerciale,Entrepreneuriat; Débat et droit,a organisé une petite activité commerciale ou un projet associatif; a occupé un petit job ou une activité rémunérée pendant les vacances,Chef de projet; créer sa propre entreprise,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,CAA
P00972,19,M,Bongolava,C,14.6,16.7,15.4,18.7,14.2,14.4,14.3,13.2,15.2,11.0,14.7,12.8,14.6,Mathematiques; Physique_Chimie; SVT,esprit d'équipe; aisance relationnelle; curiosité; sécurité alimentaire; sens de l'observation,Environnement; Santé; Bénévolat associatif,aide régulièrement dans l'exploitation agricole familiale; a participé à un club de sciences naturelles ou d'écologie,Chargé de R&D alimentaire; créer sa propre entreprise,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00973,17,M,Atsimo-Andrefana,D,12.72,15.2,12.7,9.2,12.9,12.0,13.6,11.5,11.2,15.4,14.7,14.3,10.0,Arts; Informatique; Mathematiques,aisance relationnelle; sens de l'organisation; analyse statistique et probabilités appliquées,Jeux vidéo; Programmation,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Responsable Business Intelligence,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
