source,relation,target
Parcours_Genie_Civil_et_Architecture,developpe,Competence_Conception_architecturale_et_dessin_technique_assiste_AutoCAD_ArchiCAD
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Technologie_des_pectines
Etudiant_P01160,prefere,Matiere_Francais
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme
Competence_Developpement_web_multimedia,estRequisePour,Metier_Webmaster_Developpeur_Front_end
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Science_des_aliments
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Electronique
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Electricite_Industrielle
Etudiant_P00957,possede,Competence_sens_de_l_organisation
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Ingenieur_minier_supervision_d_extraction_traitement
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Petrologie
Etudiant_P00199,possede,Competence_rigueur
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Technique_industrielle
Etudiant_P00978,aCentreInteret,Interet_Technologie
Etudiant_P01139,aSerieBac,Prerequis_Baccalaureat_serie_TMEL
Etudiant_P01127,aCentreInteret,Interet_Actualite_et_politique
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Hydraulique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Systemes_Multi_Agents
Etudiant_P00957,prefere,Matiere_Anglais
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_financiere
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Unified_Modeling_Language
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Virologie
Etudiant_P00278,prefere,Matiere_Arts
Etudiant_P00156,prefere,Matiere_Informatique
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_penal
Etudiant_P00488,aCentreInteret,Interet_Benevolat_associatif
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Conseil_juridique_strategique_et_defense_des_interets_de_l_entreprise
Parcours_Finances_et_Comptabilite,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Baccalaureat_serie_OSE
Etudiant_P01335,aCentreInteret,Interet_Entrepreneuriat
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Traitement_des_eaux
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme_Avance
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Negociaiton_commerciale
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Technique_agricole_elevage
Etudiant_P00305,prefere,Matiere_Francais
Etudiant_P00826,prefere,Matiere_Mathematiques
Etudiant_P00305,possede,Competence_creativite
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Culture_de_rentes
Etudiant_P00410,possede,Competence_esprit_d_equipe
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Machine_Learning
Parcours_Industries_Agroalimentaires,appartientAMention,Mention_Biotechnologie_et_Agronomie
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Technologie_des_proteines
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Enzymologie
Etudiant_P00402,aCentreInteret,Interet_Mecanique
Etudiant_P01139,possede,Competence_perseverance
Etudiant_P00826,aCentreInteret,Interet_Sport
Competence_Normes_HACCP_Microbiologie,estRequisePour,Metier_Responsable_Qualite
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Son
Competence_Biochimie_Microbiologie_medicale,estRequisePour,Metier_Ingenieur_de_laboratoire
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biologie_Animale
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Dessin
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Francais
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Expert_en_transformation_digitale
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Gestion_de_projets_informatiques_et_ingenierie_logicielle
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Technicien_superieur_Ingenieur_de_laboratoire_d_analyses
Competence_Droit_foncier_Minier,estRequisePour,Metier_Juriste_specialise_en_ressources
Competence_Droit_de_travail_Social,estRequisePour,Metier_Responsable_des_Ressources_Humaines
Etudiant_P00550,aCentreInteret,Interet_Musique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Electricite_Industrielle
Etudiant_P00410,prefere,Matiere_Economie
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Thermodynamique
Etudiant_P00550,prefere,Matiere_Histoire_Geo
Parcours_Electromecanique_et_Informatique_Industrielle,developpe,Competence_Expertise_en_electronique_de_puissance_et_microcontroleurs
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Developpeur_Full_Stack_Web_Mobile
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Structure_de_donnees
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Theorie_des_jeux
Etudiant_P01479,aCentreInteret,Interet_Technologie
Competence_Maintenance_Hardware_Microcontroleurs,estRequisePour,Metier_Ingenieur_de_maintenance_electronique
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,appartientAMention,Mention_Informatique_et_Telecommunications
Etudiant_P01335,possede,Competence_esprit_d_analyse
Competence_Comptabilite_analytique_Finance,estRequisePour,Metier_Auditeur_financier
Etudiant_P00156,possede,Competence_esprit_d_equipe
Etudiant_P00156,possede,Competence_creativite
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Calcul_des_structures
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,necessite,Prerequis_Technique_agricole_elevage
Parcours_Industries_Agroalimentaires,enseigne,Matiere_technologie_et_transformation_du_cafe_et_cacao
Etudiant_P01479,possede,Competence_aisance_relationnelle
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_A2
Etudiant_P00515,aCentreInteret,Interet_Technologie
Competence_Traitement_Big_Data,estRequisePour,Metier_Ingenieur_Big_Data
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Codage
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Fiscalite
Etudiant_P00003,prefere,Matiere_SVT
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiologie_Vegetale
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Ingenieur_en_genie_logiciel_Architecte_logiciel
Competence_Controle_de_gestion,estRequisePour,Metier_Controleur_de_gestion
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Serriculture
Etudiant_P00957,prefere,Matiere_Arts
Parcours_Electromecanique_et_Informatique_Industrielle,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_internationale
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Veille_reglementaire_et_securisation_contractuelle_des_affaires
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Recherche_Operationnelle
Etudiant_P00630,possede,Competence_curiosite
Etudiant_P00460,aCentreInteret,Interet_Cultures_du_monde
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Traitement_des_eaux
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Elasticite_et_plasticite
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Merise
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Route
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_L
Etudiant_P01335,aCentreInteret,Interet_Economie
Etudiant_P00402,possede,Competence_sens_de_l_organisation
Etudiant_P00495,aSerieBac,Prerequis_Baccalaureat_serie_TMF
Etudiant_P00475,prefere,Matiere_Anglais
Competence_Administration_reseaux_GSM_etc,estRequisePour,Metier_Architecte_Reseaux
Etudiant_P00278,prefere,Matiere_Mathematiques
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Maitrise_de_l_accueil_de_l_hygiene_et_de_la_relation_client_de_luxe
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_C
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_GPI
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Marketing_international
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_L
Etudiant_P00495,prefere,Matiere_Philosophie
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P00305,possede,Competence_perseverance
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Nutrition_animale
Etudiant_P00978,possede,Competence_esprit_d_equipe
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_minerale
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Physiologie_animale
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Finance_mathematique
Etudiant_P00199,prefere,Matiere_Anglais
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Finance_d_entreprise
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Resistance_des_materiaux
Etudiant_P00410,estOrienteVers,Parcours_Droit_et_Techniques_Juridiques_des_Affaires
Etudiant_P01160,prefere,Matiere_SVT
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P01296,prefere,Matiere_Francais
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Theorie_des_Signals
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_A1
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Delegue_medical_Technico_commercial_en_pharmacie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,provientDeSource,Source_ISPM_Presentation_generale
Etudiant_P00410,aSerieBac,Prerequis_Baccalaureat_serie_S
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Amenagement_hydroagricole
Etudiant_P01225,aCentreInteret,Interet_Automobile_et_aeronautique
Etudiant_P00460,possede,Competence_perseverance
Parcours_Tourisme_et_Environnement,appartientAMention,Mention_Tourisme
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_des_societes
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_HTML_CSS
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Geometrie_Analytique
Etudiant_P00957,prefere,Matiere_Histoire_Geo
Etudiant_P00410,aCentreInteret,Interet_Economie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Immunologie
Competence_Statistiques_appliquees_Analyse,estRequisePour,Metier_Analyste_de_donnees_Statisticien
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biologie_vegetale
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Petits_ruminants
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_d_entreprise
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Organisateur_d_evenements_congres_et_sejours_MICE
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_previsionnelle
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Agroecologie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Topographie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Codage
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_PHP
Etudiant_P00978,estOrienteVers,Parcours_Electromecanique_et_Informatique_Industrielle
Etudiant_P01127,prefere,Matiere_EPS
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Technique_genie_civil_BTP
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Ingenieur_en_genie_civil_specialise_routes_ponts_hydraulique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Maitrise_de_la_programmation_multi_langages_Java_C_PHP_JavaScript
Etudiant_P00803,possede,Competence_creativite
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biochimie
Parcours_Agriculture_et_Elevage,developpe,Competence_Mise_en_uvre_de_pratiques_d_agroecologie_et_d_agriculture_biologique
Parcours_Genie_Civil_et_Architecture,developpe,Competence_Ingenierie_des_infrastructures_routieres_hydrauliques_et_portuaires
Etudiant_P01348,prefere,Matiere_Anglais
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Baccalaureat_serie_L
Etudiant_P00433,aSerieBac,Prerequis_Baccalaureat_serie_TGC
Parcours_Electromecanique_et_Informatique_Industrielle,developpe,Competence_Maintenance_industrielle_pluridisciplinaire_mecanique_electrique_froid
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biologie_Vegetale
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Technologie_des_batiments
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,developpe,Competence_Analyse_physico_chimique_et_controle_qualite_en_laboratoire
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Dessin
Etudiant_P00975,possede,Competence_sens_de_l_organisation
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_monetaire
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Electricite
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Telecommunication
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Reseaux_informatiques
Etudiant_P01317,aCentreInteret,Interet_Sport
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Management
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Atomistique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Responsable_de_planification_strategique_et_economique
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Cybersecurite
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Consultant_en_systemes_d_information_et_IA
Etudiant_P00957,aCentreInteret,Interet_Sport
Etudiant_P00402,prefere,Matiere_Philosophie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Thermodynamique
Etudiant_P00003,possede,Competence_esprit_d_equipe
Parcours_Agriculture_et_Elevage,prepareA,Metier_Consultant_en_agroecologie_et_environnement
Parcours_Agriculture_et_Elevage,appartientAMention,Mention_Biotechnologie_et_Agronomie
Etudiant_P01127,aSerieBac,Prerequis_Baccalaureat_serie_S
Etudiant_P00199,prefere,Matiere_Arts
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie
Etudiant_P00382,aSerieBac,Prerequis_Baccalaureat_serie_TAG
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Technique_d_accueil
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Pascal
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_de_l_environnement
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Culture_industrielle
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_de_developpement
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Sucre
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Geometrie_analytique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Gestion_de_Projet
Etudiant_P01335,possede,Competence_perseverance
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Responsable_Business_Intelligence
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Tourisme_et_Environnement,prepareA,Metier_Professionnel_du_secteur_du_tourisme
Parcours_Tourisme_Environnement_et_Hotellerie,appartientAMention,Mention_Tourisme
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Intelligence_Artificielle
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Base_de_Donnees
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,developpe,Competence_Gestion_stockage_et_traitement_de_donnees_massives_Big_Data
Competence_Informatique_Decisionnelle_BI,estRequisePour,Metier_Responsable_Business_Intelligence
Etudiant_P00047,possede,Competence_esprit_d_equipe
Competence_Raffinage_Petrochimie,estRequisePour,Metier_Ingenieur_Petrolier
Etudiant_P00047,possede,Competence_creativite
Etudiant_P01247,prefere,Matiere_Physique_Chimie
Etudiant_P00278,aCentreInteret,Interet_Robotique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Deep_Learning
Etudiant_P01160,estOrienteVers,Parcours_Economie_et_Management_de_Projet
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Informatique_Scientifique
Etudiant_P00003,aCentreInteret,Interet_Entrepreneuriat
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_financiere
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Methodologie_des_recherches_experimentales
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_UI_UX
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_OSE
Parcours_Industries_Agroalimentaires,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,necessite,Prerequis_Technique_industrielle
Parcours_Economie_et_Management_de_Projet,appartientAMention,Mention_Droit_et_Techniques_des_Affaires
Etudiant_P00218,possede,Competence_esprit_d_equipe
Etudiant_P00515,estOrienteVers,Parcours_Electromecanique_et_Informatique_Industrielle
Etudiant_P00464,prefere,Matiere_Anglais
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_PHP
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Physiologie_Animale
Etudiant_P01479,prefere,Matiere_Histoire_Geo
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Technique_agricole_elevage
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Assembleur
Etudiant_P00433,aCentreInteret,Interet_Debat_et_droit
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Responsable_de_production_pharmaceutique_Ingenieur_formulation
Parcours_Agriculture_et_Elevage,developpe,Competence_Conduite_de_systemes_de_productions_vegetales_et_animales_modernes
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_A2
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Experimentation_biometrique
Etudiant_P01225,prefere,Matiere_Physique_Chimie
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Analyse_financiere
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Microbiologie
Etudiant_P00826,possede,Competence_autonomie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Systemes_Multi_Agents
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Metre
Etudiant_P00475,possede,Competence_autonomie
Etudiant_P00382,prefere,Matiere_Arts
Etudiant_P00803,possede,Competence_perseverance
Etudiant_P01545,estOrienteVers,Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle
Etudiant_P00826,aCentreInteret,Interet_Programmation
Etudiant_P01247,possede,Competence_esprit_d_analyse
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_Organique
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Entrepreneur_en_BTP_Maitre_d_uvre
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Finance_publique
Parcours_Agriculture_et_Elevage,developpe,Competence_Gestion_et_pilotage_de_projets_de_developpement_rural_et_agrobusiness
Etudiant_P00978,prefere,Matiere_Anglais
Etudiant_P00975,aCentreInteret,Interet_Agriculture
Etudiant_P00550,possede,Competence_curiosite
Parcours_Economie_et_Management_de_Projet,developpe,Competence_Management_d_equipe_and_planification_strategique
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Architecture_et_administration_de_reseaux_informatiques_GSM_TCP_IP
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Reseaux_de_Neurones_Artificiels
Etudiant_P00199,possede,Competence_autonomie
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Sites_touristiques
Etudiant_P00515,prefere,Matiere_Malgache
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Responsable_controle_qualite_et_affaires_reglementaires
Etudiant_P00278,possede,Competence_curiosite
Competence_Developpement_rural_Vulgarisation,estRequisePour,Metier_Responsable_de_projet_rural
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Structure_de_donnees
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Responsable_commercial_Business_Developer
Parcours_Economie_et_Management_de_Projet,developpe,Competence_Pilotage_planification_et_evaluation_de_projets_complexes
Parcours_Tourisme_et_Environnement,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Etudiant_P01160,possede,Competence_sens_de_l_observation
Parcours_Tourisme_et_Environnement,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Viandes
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_de_la_procedure_collective
Etudiant_P00199,aCentreInteret,Interet_Sante
Etudiant_P00047,estOrienteVers,Parcours_Finances_et_Comptabilite
Etudiant_P01210,prefere,Matiere_Physique_Chimie
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Concepteur_de_systemes_IoT_industriels_et_supervision
Etudiant_P00630,prefere,Matiere_Philosophie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Management
Parcours_Industries_Agroalimentaires,necessite,Prerequis_Baccalaureat_serie_A2
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Bacteriologie
Parcours_Industries_Agroalimentaires,prepareA,Metier_Expert_en_securite_alimentaire_Consultant_qualite
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Fondation
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Geodynamique_Miniere
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Chimie_organique
Etudiant_P01185,prefere,Matiere_Anglais
Competence_Exploitation_miniere_Geologie,estRequisePour,Metier_Ingenieur_Minier
Competence_Communication_Langues,estRequisePour,Metier_Guide_touristique_expert_Interprete
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_GPI
Parcours_Finances_et_Comptabilite,prepareA,Metier_Directeur_Administratif_et_Financier_DAF
Competence_Calcul_de_structures_RDM,estRequisePour,Metier_Ingenieur_d_etudes_BTP
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,provientDeSource,Source_ISPM_Conditions_d_acces_en_premiere_annee
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Technique_industrielle
Etudiant_P00218,prefere,Matiere_Malgache
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Analyse_phytochimique_et_valorisation_scientifique_des_plantes_medicinales
Competence_Gestion_de_projet_informatique,estRequisePour,Metier_Chef_de_projet_informatique
Parcours_Tourisme_et_Environnement,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Virologie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_de_projet_de_developpement
Etudiant_P00382,prefere,Matiere_Histoire_Geo
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Neuro_marketing
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Geometrie_appliquee_aux_Formes_et_Images
Etudiant_P00803,prefere,Matiere_Arts
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Nutrition_humaine
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Semiologie
Etudiant_P01545,prefere,Matiere_Histoire_Geo
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Ouvrage_metallique
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Physique_nucleaire
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Traitement_des_eaux
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Algorithme
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_physiologie_nutritionnelle
Parcours_Genie_Civil_et_Architecture,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Securite_alimentaire
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,provientDeSource,Source_ISPM_Presentation_generale
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Technique_industrielle
