id,label,type
Metier_Specialiste_Robotique,Spécialiste Robotique,Metier
estEnseigneePar,estEnseigneePar,
Interet_Bricolage,Bricolage,CentreInteret
Competence_Analyse_biochimique_microbiologique_et_toxicologique_des_aliments,"Analyse biochimique, microbiologique et toxicologique des aliments",CompetenceDisciplinaire
Metier_Ingenieur_en_technologies_de_la_communication,Ingénieur en technologies de la communication,Metier
aNiveauMatiere,aNiveauMatiere,
necessite,nécessite,
aUrl,aUrl,
Matiere_Technique_d_accueil,Technique d'accueil,Matiere
Metier_Expert_en_controle_qualite_dans_l_industrie_lourde,Expert en contrôle qualité dans l'industrie lourde,Metier
Metier_Responsable_Business_Intelligence,Responsable Business Intelligence,Metier
Competence_Strategie_commerciale,Stratégie commerciale,CompetenceDisciplinaire
Interet_Nature,Nature,CentreInteret
Matiere_Ouvrage_metallique,Ouvrage métallique,Matiere
Prerequis_Baccalaureat_serie_EN,Baccalauréat série EN,Prerequis
Metier_Ingenieur_IoT_Embarque,Ingénieur IoT / Embarqué,Metier
estDeveloppeePar,estDeveloppeePar,
Metier_Planificateur_de_projets,Planificateur de projets,Metier
Matiere_Acoustique,Acoustique,Matiere
Interet_Hotellerie,Hôtellerie,CentreInteret
aConditionAdmission,aConditionAdmission,
aCode,aCode,
